UCk1OsvdPasZXHL56x-oBIwg,11
UCRABCYIg89ns2-FIEzRIldQ,2049
UCwQqeblRMlew5AzrKHseLuQ,35
UCEOKTdgjA4fGPC0slR34J7A,71
UCKPrGrzWHmHcmJwdm5BoJ9g,279
UC8faoPBqt4LQBymT8RNUo7w,1526
UCSW2Lz7uZgAV13FZQdCtWYw,66152
UCWB-YmICnslQBDcEE9m_SUQ,1
UCwcrUeljc2qpkEd6xqvoC4A,106
UCYIkDsYBOSp43OkU-kdW25w,1332
UCBWI-ynROTl_jNeHTRPnI7A,375
UCK4jWIPKlmyUyoL5jbe1puA,120
UCgYLm7Oa-SowtuvSa8izWBQ,104834
UCxvXBzkL4s5HMfy0khkatOg,0
UCyS-uQd1h_s3srTqt-liylg,7
UCGNuA2Fg8X0frfChEhJrHdQ,1478
UCLO_71CwJqM2MhVLxhpoL8g,12360
UCAwfXm7ZmoQT5fYhbBjGXvg,6
UC_ZY4lz9zqJcrBfBmFf-_nA,14
UCxc9rx9oY5MWO7C8XuUIONg,7123
UC5tU6DGXITzcDpqBqNzXdJw,29450
UCZFVipGKYQxwwAOYwiIMEyA,52817
UCym_ErZsNpqkrdAvDgspoGA,296
UC40NTfiV3DMsUbneF6HH53Q,0
UCSYbLCirM4rm85Xj7fGD-Ig,204
UCFdEMYmiimq2uKmOMaBfPLg,22324
UCR9sm7yi5rvVsTJuzC2qn_Q,34
UCN_Uniubnrgb2YmgRvDYJIQ,36
UCKXiSBmhHe-ZFJwFokAcO2A,355
UCOIQrwCGTj_3hdewlVuqdxQ,17036
UCAxtwo9BaGFtDYO4fOyS2qg,19566
UC4Q34bijQU84lX-I8ahvIEw,909
UCDO9YkkFuuz9iGe2XIhYwhg,34973
UC7GsR6NwKEy8SmDKRtXdIZw,75834
UCWkkE6ObowGRcCywNsw2C1g,797
UC1AaN96kgESTBy36Nfaj8tQ,642
UCXPsEBU_BHCMLpGh2Uh2_NA,979
UCJkjyDU_oEMvsSk7ql5FMOg,1166
UCCz7LA2yhTOwHTcTgwv37Pg,3651
UCKFrD1MP7HtFARafErJs2eg,1285
UCbG4ZYJ1AAZlSbGRDHUP1YQ,0
UCWIlNOmXhGHXnmZjkAICJXQ,6003
UCkeQp-ClM7FAVSu_WFPYg0A,893
UCzy7ETKU4ZQStaJqnf9QDhA,1118
UCGYCFw-RMJpylPQsTEVzLfw,0
UCPzHmCs_KfWtYWyvEMgn-Bw,885
UC4O12pQmRJAyR_GPmAGu1pQ,164131
UCSVgcUvTHfm04KLfO-1ijow,152
UCdGYCsxWgEHdpR0ayUop-gA,458
UC_3tWe0VJmm2W0_mX0Lr2vA,0
UCWaqnXjOAswBNh5p-aqjtgw,92
UC5pHsEgqldVaoiaWgVuKqFQ,0
UCGO8yBktFX2PjDsh8BZ1U5w,325
UCsDb4OCZahFOGTEIflJ5l9w,21
UCLpJ_RriBKixFEv-oXXqhfw,74
UCR63NSVAXOhuOThmjiglH4Q,1433
UCtpXCdPZZpN_9dE8tZe6Avg,8
UCjCCIO9WUKbVXCUMK2FRwzQ,3
UCJEPf8YzOQVDDkw1f886jXg,95534
UCQ6y-mdce53kwAwsvVd8A9Q,6118
UCT6PN1pkGMdUVZSCUdX4P9A,792
UC5H8iioT8qY9Jl02SoMsWCw,36866
UCKtHI2QDc5vC5Lawtnh-Mvw,47
UClae0X8wy1MN9E7-2WaQncQ,6446
UCVrNPLdPj-FqkRmrDmFNyaw,137
UCylLFgHKGVyDPp1Z5J3NUwQ,9
UCnSUAPGgau9NJc8KrDFSpJA,2764
UC1JBVquh7RKomHhsevSP2jQ,3411
UC_PzRdpPeVf6ddzGW4W2gig,359
UCJLUHIhxU3bOu_EcPFyMyhA,6
UCVCd0Dw5PDTCwimmecTOiww,7732
UCCsFejxbviSj4fzaD1LPJbg,1353
UCMG4zaQpqs7c15Oj__JgbRw,473
UCm8Gg6SGUcBsgErqNuBX5KQ,1
UC2D4uy1mnE98DJP5s1vzn-Q,19
UCSeB1BLJzvsEuInHsXqxEUw,21
UCsQGy9MZlrT7DBL9tsKamxQ,763
UCHZEnEW9SjSNDRU5Yum6qUQ,7
UCPuTZ5Rw171KAILaJDwp1wQ,238
UCVXVfZ5ryrcp1TgxegnpFBw,4254
UCTiL1q9YbrVam5nP2xzFTWQ,298194
UC4K9nmnB3-TKJjzwTgxSPoQ,4646
UCMhZyW4q91QAzBxhj8IX5vA,3108
UChHkr2LeEjwBOHWL75LtvYA,2647
UC787mhTiKSh0iE9PBX6pM4g,120
UCEideiopjVaxdQsmAQOXyyQ,644
UCMUlt5fBuiMx_o3_cbo5PDA,736
UCjqakGiLMbvQ8FqWQKXsBkQ,2360
UCfvkj-ggeiPT066ByKgg93Q,92786
UCo2REL5JgQ3v-QqMb1g1lIw,814
UC8bJfF2sVcLW92EcYtQ_Tww,48
UCeQf8mZkzUswAL42uQs84iA,67640
UCeu7XHEbM_aAGm6xP6Hnorw,43988
UCcE5BQzPpX1eAqX_RjIIqBg,80
UC6VdHmorTBm6IGFJrLlFuew,3593
UCk2hNgDiYwnxGiVKLAbz36w,1560
UCuIJWRaLX6yP9A9SsRgxa7A,806
UCcbqSG3k30oHXbFs9cDYvWA,436
UCxBYHOQINij4SwdRNczoTaw,1170
UCLINPbYQ9sy6qc-TqtBeVnw,71043
UCcSeeATlWJJbXpOZRYOfaDg,78445
UC6lhT3obp7Yf0iQH4wRLVHw,36
UC-1g6IDDRsReIMnIJKJcc_Q,6
UCTDnFFG76UV07OgvMpmD1Tg,46483
UCjhRMHxiHQE7RV36e9JeEQg,2
UCAcbfpFAA0k0SPLmZlgWYhA,228
UCvMyD8ecaYW5glzQF7dgeaA,13
UC_ydRj9p48PgpgSwr5SZ89A,1870
UCphz8ckXEvP7AJ6t-Od0qsg,1
UCwLn_5lHFrclLEXbS0ogu5g,863
UCtpLbWEaULGAPWBAj9L5_DA,34
UCVbsDKvlrcjyUD50W3pTzSQ,533
UC84xfE6pe7GeX_4RxzYVkOA,65
UCDP8SYwrH5oQfxBRo92MODQ,5
UC5kC_Ufdjb6-2Eiiakp2G3A,155
UCSmS6sWsIZRkBH5p438IUmg,13542
UCFSK7Yl9UANJ42kRD5hcaFQ,56
UCHKnKNMXGs9gV7ago_cpHMA,2217
UC6LA4vk3pMxCkogsGWonIKQ,1436
UCHzbTUXnKX2gSr3hvXXjxlQ,2342
UCJMQxg81E1HwVuD-5I2C3oQ,31
UCVXA6A5S8ZVDDxk99okt83A,8403
UCuxuwpbLsno1XGmEWMQNe4Q,24
UCYB_7AvhPxs4zl1FbzoJhtA,25
UCS8ObvH1f2kNixDfMFsf5_A,301
UCECHoIdLDF53V_jrd5nsgvQ,111
UCCbc9GxE0TmCoSWqImckHwg,143591
UCdh2Jy5YksUCH6GwyxBgogg,133
UCSb7YDVK3vGTMfhPqtGmA1w,206
UC8Nl48FBZkPnTfmEMVFv2Aw,10
UCqLfp0G9bGnQ9J-LEL9kYZQ,136
UC45lYuHP59jXCqhzNdc-khQ,62
UC_eg49ESVr7tnxgA1LdR-4w,2
UCbh8eWQ83qZxKkfUbyKEIDA,156685
UCBriYsje-d_72dqxHqLtf8Q,29848
UCbCL_dS_4KjCJ8NKry0wwJQ,674
UCsZeySV9FGu3X9_PN9hpWJA,554
UC4di-od7AQJbMyuDO_upb6Q,91
UCn6-nwl1LgAjDmGbbR5b_6w,29
UChNmE5O9AIC0WJjb9I4rYLg,2
UCxkmL8rM9nw-EUW7DbruBSw,9995
UCQimPADTui-RZdvBOKqhmOw,360
UCA8817rO9pBK7Um7OKG-zkA,136
UCzv9126bAWtkrO0qM-usKfA,277
UCdz0-84R-w9-bBUII0U_P6w,20
UCuWcjpKbIDAbZfHoru1toFg,1800896
UCa7LezACJkW0e7RlXo8VfXw,6288
UCS6HNpDJeLwmFa8iwdEAQVg,8978
UCPeqv6ycK5Sa0Hli0n0wPsg,615
UCjvbYiLBW_s9ktY2SIBzHRg,1426
UCZHLRbXylR-x2wU-kp65nTA,766
UCOyx6C8ct8wI1IFClQC7S3g,26
UC2ZB5-Fgacw_0vTp-8gUWUw,28
UCXFsqgD5tcqwiRAD9Nw88pQ,11
UCTD5RhYO-SNPVWtJZdQoKOw,206
UCz_sKjgVE53fvJSkXsZ2F4A,358
UCExJ7v6NM74ke48mAKKdcXg,7
UCXCM24Hc7T-tdDnBcvyJQgA,52
UCYX169KoQ8BveVQ8CIi3mFQ,53
UCTv-XvfzLX3i4IGWAm4sbmA,1600272
UCYRRKA07mLG8fpkDqhJXZAg,65435
UC0NuyXHym-Oatwfpab2LAMA,23186
UCP0hHZRg87pWVJCOgueslmw,4386
UCI1q-BRy1m5YT87DUyFyUQg,5
UCvpTHwinUOwXS9TfSz4LEEg,35
UCOtMIE18ug3jX70PSmdz8kA,94
UC9v5r_aHplJ7dHegXaeulAA,109
UC-iuonKZZC9krPa-RpwMO9w,265
UCazFRHqhI2ql16hePyTVNng,9059
UCBoR0Yu5hqiGEJdYM8nRT0g,308
UCI-Oq7oFGakzSzHFlTtsUsQ,247654
UCEKSOXh7GGPbTtr6viRUI5A,86
UCNEiwm4i-qmILrmG9XDzcrA,233
UCRvCWWrrL43n2aOD1jPu4sw,134
UCAbdtc3JlwVH-s4Dg-jnPrw,335
UC5oRfIfcuPX0F9PjIpPa7YQ,1164
UCCc5t3tYj-fKc90BwGVblSA,14
UC-zEBxX9Xzun4mli2ArKjjQ,10
UC2khVqh0WQxLC4b6rLcnl9g,91
UC1cIGhTo0WiOp0VRAglCaSA,251642
UCvZL5CwtJt_I5dI15AeHy-w,13
UCUNmR55jFF7o0u4oVqoXCsg,190
UCpmadplEROgHA_9m0Cse1Gg,11308
UChPBqNUzjWkU3uGra_S0log,119
UC8OOMKporuqEBJZ8uf7fAsw,101
UCZfogiS6Mf27r53CLJJehLQ,481
UCwyXamwtzfDIvRjEFcqNmSw,39905
UCETKopbJ3g1KlZVAvaw7dUw,15901
UCMf8mzKBLR9uaQKUMbRdr1g,6988
UCKZ0P5KGj32fvuKS8pwzbFQ,220
UCMc5gfr6_RSpNAKjiQf_xZg,7
UCYHKWbpx6eX_ydppBcOIOng,19618
UCFuBDJYsra9hg4YiLxjobEQ,6099
UCdAiIwrJ3F8cKdC0H5vZjsw,20
UC_qModsQsEozKSO1u6XbYsw,35934
UCGHhehKQoYA0zeWiikDO6EQ,5713
UC2JqhLQPIghWC6wLXYWYWow,1824
UC9-Gf8yxR0eqECaBRjpGiNQ,270
UCLU580lMb6AGMlu85TfGmMA,4405
UCzcLeFkKzrPWQGDLiF9-6MA,190
UC0N_fyvf9fnDv6V_kdK2jHg,87
UClZsfG_SfyBAGaafLxymoVA,2982
UCNylwDpBH_yziJ6VbJMIZ_Q,16978
UCDCZa9Yt64NX1_eWa-HNDhw,719
UCKa8-ht-gbMxHFgQVuCgG3Q,5
UC9bAont0I2B1RJVYEHeX_qw,6
UCPcE_Bp5kaopWuZ59zsvqvQ,351
UCjjXSlYkhse4uaXmq5lwlQA,45
UCe4iMXmL24pauN6SC_8AGYg,19
UCdV5g3jVn-sTw1VgULj0EfA,203
UCzC-pzvjHz9Nj4KgkPvtD7Q,80
UCVXcohmX3PIsbc0Djrr_dZw,647
UCt5nMEki451pwJrO_4OhIsA,109
UCK_zmTIJCyKTGnlXdSKKvcA,573
UCmsO3CyGDSgi1-XhkVns3TA,487339
UCS8Oy03UZuvCL4jNvzgLHXA,4
UCTVC4jP5RceBX_qSvFTwizg,51
UCunJeWziKeN41EqEHoJfzDA,38634
UCqDNFlsAGhGrwGnFMrNaACw,3
UCWRosBEZSnIyvsV1yHrk97w,202
UCIiRSZloKxBXCU6u3cAfg1A,12
UCdPyAsYflQVKjGFjT5ZrJ3Q,11
UCDLHEEfT71h6GBQDpTGGyDA,5300
UCe5-2h1sTwR4F5cWrupuQ2A,2
UCIl0UtYEi5BWJmpCouaAU-w,4470
UCkXEPd0bVvOlEVXlIuIWCQg,68103
UC1LVhxuYxOdBaX8iEaErylg,187
UCjNFxOkOT6d2gPpXh4ecvOQ,79
UCIjpoZ2hD7qUDmKMOzRU_ag,20
UCos81LHdCNhZWn7CYFPEysg,13
UCJlXjjGnGysAe3LRq6NWfxg,422
UCc9zA_V3pbPux4c9ngKwMMQ,1297
UCbYQWsGwpxrmbP7VpRINM9Q,2
UCJaPR4kL_Y2olCCOgU3TS4A,23
UC89o5O4MacqEEK7j--UJAOQ,102
UCPgUOEE12K_Ku8EYXEjcVYg,34
UCIzbYH4cwPZ7XRSBvtVoWzw,61
UChMkPgagIDBzN9VFJNDuvYg,470
UCnYvIsMJm5-ulb5-VOdSk2Q,10
UCB3Rc71N4FReiNE_IOtzoLA,12175
UCP-fzpy8_36RSEv22CFqZUA,1079
UCcHmf8is3Oct4LV2KCHehhg,3334
UC2LFjIOL8mNSF2kxXkqHGBQ,3
UCxWVvknNtioCKy0ADYV_1VQ,612
UC-PkBTL6H7MwKrMYkOI3sRw,13
UCgTjPatXdSA5V0GDjBZh7pQ,95
UCWsr56sq5GBeikcLlBIvSpw,20
UCx_jxl-J4SSi81SQ_myy9xA,3
UCvueeIpQ6l5BlyzUTWY13eQ,1421
UCUjcrwk5MFPfYbQ4XZptf1A,625
UCImYogn-FXSu5nlVHx4GUhw,1538
UCpuAPXDuJKe5fAuSLCG8LDg,128006
UCzEcHV6aIUco6EaMd-dVP_A,391
UCmIIBhzBfzoAt51zqdun_6g,81979
UCGdZKY7dD8H2Ecsq9__xeqQ,1487
UCsMp4t_y0m_T9tXGGWjMOyg,5
UCxH3W8AsCCHAnjL0ckn4M1w,10
UCWNx-3LmYfa45rwgVPoz5JQ,145
UCL272KR2XWCRK29Likf4xoA,33505
UCpKnbXIIl9ud9dYYQ8S-dqA,212933
UCuCuwcyEA7nuRmsvDKXPsdw,132
UCUrr00OKh4SMieOvD9lkyQQ,50
UC-o0hItpSKg5ZtuXAh_4rEg,125
UC4vbiZMU_yrheYVZH393-Zw,85491
UCui2MpemP6NouHLEap5jzrg,127
UCF9C9nAU1MT4UzkfRjwJLMQ,18
UClY-p9bQkEjmZvwYZtoLT5Q,27517
UCbNcN2DvPOwewfNK3bcodcg,12278
UCsavg5T0Jlxkcp2eD8krBAw,1592
UCul5qOGUH6uce4lrUZvjjTw,62
UCuf2GsZmHGEx0rYsWnZM6HQ,920
UChd8xWG_wsGStscuoouwQDw,5203
UCLKkGgvbJkmVEYPNsbXWbwQ,74
UC3CZydI1jQqZlSUJs_OKv4w,71
UCEoUhirnLHXdsLNuY4t67bQ,44
UC2B4vSWQA1yPFT1BnGdwv-A,35
UC8y7LKPzQYlQDRifRnmAR9g,1
UCNbOZesinLAZHeYPEUakqxA,4
UCrcB0DHc-tIW9GBRp21C7CQ,134
UCVSj-a8oGFDMTPnu9Dw5zhA,1
UC0AFnSo40mMrYgetcpB4Yng,151
UC7NszqtDGyVuQuxUEAN_n2Q,527347
UCGeRki7JHKEhk27epcAJraQ,28
UCLFXVxKZAdv-D5t6rhHKE3g,2111
UCQzY3ru491eWtBpkrmI8bGw,212
UCbwkJES4SHCA3Rue1gth8Tw,37
UCYySQPwTcBoksOwDuWN2jug,0
UCxt0Y4ZBRSBsjZU51twjrbQ,80
UCVmqfvWsKeFaMGY68CbcVVQ,111989
UCi5zjw6jW3wcn2WVTLmUwGQ,119
UC_b2Ki-qn-k-Uk5o4DewJZw,63
UCBi2mrWuNuyYy4gbM6fU18Q,2785886
UCpHzuU5P4RYHZ6FYM65-B7Q,14
